Ингредиент,Описание,Категория,Вода,Белки,Углеводы,Жиры всего,Калории,Кальций,Медь,Железо,Магний,Фосфор,Калий,Натрий,Цинк,Марганец,Витамин A (МЕ),Витамин A (RAE),Витамин B12,Витамин B6,Витамин C,Витамин E,Витамин K,Селен,Тиамин (B1),Холестерин,Клетчатка,Сахара всего,Мононенасыщенные жиры,Полиненасыщенные жиры,Насыщенные жиры,Альфа-каротин,Зола,Бета-каротин,Бета-криптоксантин,Холин,Лютеин и зеаксантин,Ликопин,Ниацин (B3),Пантотеновая кислота (B5),Ретинол (витамин A),Рибофлавин (B2)
PORK,"PORK,FRSH,ENHCD,SHLDR,(BSTN BUTT),BLDE (STKS),LN & FAT,BRSD",Мясо,56.13,25.84,0.03,16.94,256,27,0.192,1.72,20,227,370,151,4.48,0.012,0,0,0.98,0.463,0.0,0.12,0.0,42.3,0.406,97,0.0,0.0,7.613,2.006,6.288,0,1.19,0,0,106,0,0,3.61,1.329,0,0.357
PORK,"PORK,CURED,HAM,RUMP,BONE-IN,LN & FAT,UNHTD",Мясо,65.19,22.27,0.52,9.38,176,7,0.769,1.01,22,251,358,722,2.42,0.022,6,2,0.53,0.472,0.0,0.32,0.0,20.6,0.482,62,0.0,0.059999999,3.966,1.356,3.008,0,2.65,0,0,84,0,0,6.417,0.595,2,0.199
PORK,"PORK,LOIN,LEG CAP STEAK,BNLESS,LN & FAT,CKD,BRLD",Мясо,68.72,27.57,0.0,4.41,158,7,0.073,0.97,23,221,366,76,4.11,0.01,0,0,0.69,0.43,0.0,0.1,0.0,32.1,0.481,81,0.0,0.0,1.928,0.578,1.358,0,1.07,0,0,88,0,0,8.205,0.772,0,0.387
PORK,"PORK,LEG CAP STEAK,BNLESS,LN & FAT,RAW",Мясо,75.18,21.64,0.0,3.39,123,7,0.057,0.84,22,207,365,73,3.18,0.009,0,0,0.64,0.553,0.0,0.08,0.0,25.2,0.525,63,0.0,0.0,1.688,0.509,1.187,0,1.02,0,0,72,0,0,7.092,0.802,0,0.423
PORK,"PORK,SHLDR BREAST,BNLESS,LN & FAT,RAW",Мясо,74.37,22.54,0.0,3.4,127,7,0.076,0.89,26,229,378,54,1.95,0.014,0,0,0.87,0.722,0.0,0.08,0.0,25.8,0.645,60,0.0,0.0,1.473,0.488,1.074,0,1.07,0,0,89,0,0,9.602,0.982,0,0.465
PORK,"PORK,SHLDR BREAST,BNLESS,LN & FAT,CKD,BRLD",Мясо,67.26,28.47,0.0,4.49,162,7,0.07,0.92,26,240,364,54,2.43,0.012,0,0,0.61,0.541,0.0,0.1,0.0,33.7,0.542,78,0.0,0.0,1.802,0.578,1.325,0,1.13,0,0,99,0,0,10.412,0.72,0,0.432
PORK,"PORK,SHLDR,PETITE TENDER,BNLESS,LN & FAT,CKD,BRLD",Мясо,68.7,27.47,0.0,4.23,155,8,0.099,1.25,27,254,415,53,2.74,0.012,0,0,0.76,0.594,0.0,0.1,0.0,27.0,0.733,82,0.0,0.0,1.724,0.616,1.322,0,1.21,0,0,112,0,0,6.345,0.977,0,0.465
PORK,"PORK,SHLDR PETITE TENDER,BNLESS,LN & FAT,RAW",Мясо,74.57,21.65,0.0,3.91,128,6,0.09,1.07,24,229,391,50,2.16,0.011,0,0,0.59,0.65,0.0,0.08,0.0,21.5,0.831,66,0.0,0.0,1.324,0.469,1.012,0,1.08,0,0,85,0,0,5.312,0.982,0,0.6
PORK,"PORK,LEG SIRLOIN TIP RST,BNLESS,LN & FAT,CKD,BRSD",Мясо,66.99,31.11,0.0,2.56,156,5,0.068,1.06,25,237,363,43,2.86,0.009,0,0,0.58,0.491,0.0,0.11,0.0,37.7,0.603,84,0.0,0.0,1.022,0.474,0.791,0,1.14,0,0,107,0,0,7.685,0.802,0,0.51
PORK,"PORK,LEG SIRLOIN TIP RST,BNLESS,LN & FAT,RAW",Мясо,75.88,22.88,0.0,1.71,113,5,0.067,0.8,25,232,399,50,2.05,0.009,0,0,0.53,0.689,0.0,0.08,0.0,26.4,0.654,62,0.0,0.0,0.687,0.323,0.524,0,1.11,0,0,80,0,0,7.183,0.9,0,0.357
PORK,"PORK,ORIENTAL STYLE,DEHYD",Мясо,21.8,11.8,1.4,62.4,615,10,0.064,0.5,11,128,139,685,1.15,0.0,0,0,0.3,0.2,0.0,0.36,0.0,36.3,0.45,67,0.0,0.0,28.555,7.32,23.056,0,2.6,0,0,0,0,0,2.1,0.0,0,0.14
PORK,"PORK,CURED,HAM,LO NA,LN & FAT,CKD",Мясо,65.1,22.3,0.3,8.3,172,8,0.132,1.37,21,265,386,969,2.55,0.0,0,0,0.69,0.33,0.0,0.28,0.0,19.5,0.73,58,0.0,0.0,4.002,1.013,2.781,0,4.0,0,0,87,0,0,5.74,0.0,0,0.31
CHICKEN BREAST TENDERS,"CHICKEN BREAST TENDERS,CKD,CONVENTIONAL OVEN",Мясо,47.76,15.78,17.0,17.69,293,18,0.233,1.14,24,210,218,457,0.77,0.231,0,0,0.34,0.04,0.0,0.4,4.5,24.6,0.256,44,1.299999952,0.409999996,6.787,3.038,3.786,0,1.77,0,0,39,0,0,5.559,0.915,0,0.084
CHICKEN BREAST TENDERS,"CHICKEN BREAST TENDERS,CKD,MICROWAVED",Мясо,51.34,16.35,17.56,12.89,252,14,0.316,1.0,26,216,225,446,0.77,0.235,0,0,0.44,0.037,0.0,0.37,4.2,30.6,0.324,45,0.0,0.0,5.71,2.79,3.2,0,1.87,0,0,41,0,0,6.514,0.994,0,0.098
CHICKEN BREAST TENDERS,"CHICKEN BREAST TENDERS,UNCKD",Мясо,52.74,14.73,15.01,15.75,263,19,0.205,1.11,23,211,214,451,0.78,0.229,0,0,0.27,0.041,0.8,0.08,14.7,24.7,0.211,41,1.100000024,0.370000005,6.48,3.34,3.26,0,1.77,0,0,96,0,0,5.71,0.855,0,0.091
PEAS&CARROTS,"PEAS&CARROTS,CND,REG PK,SOL&LIQUIDS",Овощи.,88.15,2.17,8.48,0.27,38,23,0.103,0.75,14,46,100,260,0.58,0.357,5770,289,0.0,0.088,6.6,0.0,0.0,0.9,0.074,0,2.0,0.0,0.023,0.129,0.049,0,0.93,0,0,0,0,0,0.581,0.12,0,0.053
PEAS&CARROTS,"PEAS&CARROTS,FRZ,UNPREP",Овощи.,84.36,3.4,11.15,0.47,53,27,0.089,1.09,18,60,194,79,0.52,0.235,9497,475,0.0,0.101,11.2,0.0,0.0,1.2,0.19,0,3.400000095,0.0,0.039,0.221,0.084,0,0.62,0,0,0,0,0,1.412,0.199,0,0.081
PEAS&CARROTS,"PEAS&CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",Овощи.,85.8,3.09,10.12,0.42,48,23,0.076,0.94,16,49,158,68,0.45,0.202,9514,476,0.0,0.087,8.1,0.52,18.8,1.1,0.225,0,3.099999905,4.360000134,0.035,0.201,0.077,1868,0.57,4725,99,18,1538,0,1.154,0.163,0,0.064
PEAS&CARROTS,"PEAS&CARROTS,CND,NO SALT,SOL&LIQUIDS",Овощи.,88.15,2.17,8.48,0.27,38,23,0.103,0.75,14,46,100,4,0.58,0.357,6854,343,0.0,0.088,6.6,0.38,13.1,0.9,0.074,0,3.299999952,2.829999924,0.023,0.129,0.049,1353,0.93,3400,72,13,1070,0,0.581,0.12,0,0.053
PEAS&CARROTS,"PEAS&CARROTS,FRZ,CKD,BLD,DRND,W/SALT",Овощи.,85.8,3.09,10.12,0.42,48,23,0.076,0.94,16,49,158,304,0.45,0.202,9514,476,0.0,0.087,8.1,0.52,18.8,1.1,0.225,0,3.099999905,4.360000134,0.035,0.201,0.077,1868,0.57,4725,99,18,1538,0,1.154,0.163,0,0.064
CHICKEN PATTY,"CHICKEN PATTY,FRZ,UNCKD",Мясо,50.04,14.33,13.61,20.04,292,20,0.207,0.93,25,196,248,518,0.94,0.254,37,11,0.23,0.155,0.0,1.18,11.1,21.4,0.073,45,1.200000048,0.0,8.98,5.204,4.013,0,1.98,0,0,45,0,0,6.63,1.081,11,0.054
CHICKEN PATTY,"CHICKEN PATTY,FRZ,CKD",Мясо,50.82,14.85,12.84,19.58,287,19,0.09,0.95,24,208,261,532,1.05,0.26,0,0,0.29,0.183,0.0,1.28,4.2,23.3,0.083,43,0.300000012,0.0,8.337,4.805,3.662,0,1.92,0,0,34,0,0,4.764,1.09,0,0.072
BEEF,"BEEF,GRASS-FED,STRIP STEAKS,LN,RAW",Мясо,73.42,23.07,0.0,2.69,117,9,0.068,1.85,23,212,342,55,3.61,0.009,0,0,1.27,0.651,0.0,0.22,0.9,21.1,0.052,55,0.0,0.0,0.995,0.108,1.032,0,1.69,0,0,65,0,0,6.703,0.678,0,0.124
BEEF,"BEEF,CARCASS,LN&FAT,CHOIC,RAW",Мясо,57.26,17.32,0.0,24.05,291,8,0.069,1.83,17,154,267,59,3.57,0.013,0,0,2.67,0.33,0.0,0.0,0.0,18.1,0.08,74,0.0,0.0,10.47,0.92,9.75,0,0.81,0,0,0,0,0,3.54,0.32,0,0.16
BEEF,"BEEF,CARCASS,LN&FAT,SEL,RAW",Мясо,58.21,17.48,0.0,22.55,278,8,0.069,1.85,17,156,271,59,3.59,0.013,0,0,2.69,0.33,0.0,0.0,0.0,15.9,0.08,74,0.0,0.0,9.82,0.86,9.16,0,0.82,0,0,0,0,0,3.54,0.32,0,0.17
BEEF,"BEEF,RTL CUTS,FAT,RAW",Мясо,20.21,8.21,0.0,70.89,674,26,0.028,0.72,5,61,96,26,0.82,0.0,0,0,0.73,0.108,0.0,0.0,3.4,6.6,0.03,99,0.0,0.0,30.94,2.56,29.45,0,0.28,0,0,0,0,0,1.437,0.163,0,0.037
BEEF,"BEEF,RTL CUTS,FAT,CKD",Мясо,18.58,10.65,0.0,70.33,680,19,0.04,1.08,6,64,99,23,1.24,0.0,0,0,0.9,0.14,0.0,0.0,3.1,8.3,0.03,95,0.0,0.0,30.45,2.66,28.5,0,0.45,0,0,56,0,0,1.528,0.221,0,0.046
BEEF,"BEEF,BRISKET,WHL,LN,ALL GRDS,RAW",Мясо,70.29,20.72,0.0,7.37,155,5,0.08,1.92,23,201,330,79,4.31,0.014,0,0,2.43,0.42,0.0,0.32,1.3,16.4,0.1,62,0.0,0.0,3.46,0.23,2.59,0,1.02,0,0,86,0,0,3.94,0.35,0,0.17
BEEF,"BEEF,GRASS-FED,GROUND,RAW",Мясо,67.13,19.42,0.0,12.73,192,12,0.063,1.99,19,175,289,68,4.55,0.01,0,0,1.97,0.355,0.0,0.35,1.1,14.2,0.049,62,0.0,0.0,4.8,0.532,5.335,0,1.71,0,0,67,0,0,4.818,0.576,0,0.154
BEEF,"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",Мясо,53.39,28.97,0.0,17.37,280,17,0.09,2.4,19,180,237,49,6.92,0.01,0,0,1.92,0.285,0.0,0.5,1.8,28.1,0.063,71,0.0,0.0,7.481,0.642,6.888,0,0.93,0,0,110,0,0,4.175,0.572,0,0.158
BEEF,"BEEF,FLANK,LN&FAT,0""FAT,CHOIC,RAW",Мясо,69.46,21.22,0.0,8.29,165,27,0.071,1.55,22,193,330,54,3.81,0.013,0,0,1.18,0.571,0.0,0.33,1.3,23.3,0.056,41,0.0,0.0,3.38,0.32,3.443,0,1.02,0,0,89,0,0,6.842,0.619,0,0.09
BEEF,"BEEF,FLANK,LN&FAT,0""FAT,CHOIC,CKD,BRLD",Мясо,63.33,27.55,0.0,9.31,202,18,0.088,1.8,22,201,326,53,4.79,0.009,0,0,1.82,0.549,0.0,0.39,1.4,28.9,0.069,51,0.0,0.0,3.751,0.364,3.84,0,1.06,0,0,105,0,0,7.471,0.542,0,0.121
BEEF,"BEEF,FLANK,LN,0"" FAT,CHOIC,RAW",Мясо,68.72,21.72,0.0,6.29,149,28,0.072,1.62,23,204,340,57,4.12,0.014,0,0,1.18,0.596,0.0,0.31,1.2,25.4,0.06,42,0.0,0.0,2.477,0.245,2.612,0,0.99,0,0,91,0,0,7.353,0.647,0,0.106
BEEF,"BEEF,FLANK,LN,0"" FAT,CHOIC,CKD,BRSD",Мясо,57.27,28.02,0.0,13.0,237,6,0.124,3.47,24,267,351,72,6.05,0.019,0,0,3.41,0.36,0.0,0.14,1.6,30.8,0.14,71,0.0,0.0,5.44,0.39,5.54,0,2.14,0,0,107,0,0,4.6,0.38,0,0.19
BEEF,"BEEF,FLANK,LN,0""FAT,CHOIC,CKD,BRLD",Мясо,64.06,27.82,0.0,8.32,194,15,0.086,1.84,23,211,338,56,5.11,0.01,0,0,1.74,0.579,0.0,0.38,1.4,31.2,0.074,55,0.0,0.0,3.279,0.329,3.452,0,1.07,0,0,106,0,0,8.208,0.546,0,0.142
BEEF,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,RAW",Мясо,58.03,17.51,0.0,22.07,274,10,0.06,1.87,18,168,305,56,3.85,0.012,0,0,3.11,0.36,0.0,0.0,0.0,16.5,0.08,68,0.0,0.0,9.58,0.77,9.0,0,0.85,0,0,0,0,0,3.23,0.29,0,0.13
BEEF,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,RAW",Мясо,68.7,20.13,0.0,8.3,161,10,0.067,2.18,22,196,373,63,4.66,0.014,0,0,3.57,0.42,0.0,0.0,0.0,17.1,0.09,59,0.0,0.0,3.56,0.27,3.23,0,1.01,0,0,0,0,0,3.74,0.34,0,0.15
BEEF,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",Мясо,61.3,28.88,0.0,9.01,205,16,0.092,1.98,25,227,363,60,5.49,0.011,0,0,1.8,0.601,0.0,0.41,1.5,33.6,0.077,91,0.0,0.0,3.595,0.332,3.43,0,1.17,0,0,0,0,0,8.521,0.567,0,0.148
BEEF,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,RAW",Мясо,48.29,14.4,0.0,36.23,388,9,0.053,1.55,14,137,232,49,3.16,0.011,0,0,2.56,0.3,0.0,0.0,0.0,14.2,0.071,76,0.0,0.0,16.39,1.32,15.76,0,0.68,0,0,0,0,0,2.556,0.241,0,0.118
BEEF,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,CKD,BRSD",Мясо,35.72,21.57,0.0,41.98,471,12,0.099,2.31,15,162,224,50,4.88,0.013,0,0,2.62,0.22,0.0,0.29,2.4,20.8,0.05,94,0.0,0.0,18.88,1.53,17.8,0,0.74,0,0,82,0,0,2.452,0.252,0,0.15
BEEF,"BEEF,RIB,SHORTRIBS,LN ONLY,CHOIC,RAW",Мясо,69.38,19.05,0.0,10.19,173,8,0.069,2.16,22,190,357,65,4.78,0.014,0,0,3.39,0.39,0.0,0.0,0.0,14.4,0.094,59,0.0,0.0,4.38,0.38,4.33,0,0.98,0,0,0,0,0,3.412,0.32,0,0.154
BEEF,"BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",Мясо,50.15,30.76,0.0,18.13,295,11,0.107,3.36,22,235,313,58,7.8,0.018,0,0,3.46,0.28,0.0,0.14,1.9,22.1,0.065,93,0.0,0.0,7.98,0.55,7.74,0,0.98,0,0,117,0,0,3.208,0.337,0,0.202
BEEF,"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",Мясо,58.42,32.21,0.0,9.24,221,17,0.122,2.75,21,191,254,52,7.23,0.011,0,0,2.62,0.313,0.0,0.44,1.6,29.3,0.061,46,0.0,0.0,3.975,0.341,3.638,0,1.09,0,0,123,0,0,4.496,0.634,0,0.206
BEEF,"BEEF,GROUND,PATTIES,FRZ,CKD,BRLD",Мясо,53.91,23.05,0.0,21.83,295,11,0.077,2.42,19,174,305,77,4.84,0.022,0,0,2.65,0.435,0.0,0.0,2.3,21.5,0.03,84,0.0,0.0,9.358,0.636,8.805,0,0.9,0,0,75,0,0,5.305,0.545,0,0.176
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",Мясо,76.29,10.86,1.05,10.3,143,43,0.287,2.55,13,362,274,126,1.02,0.026,147,7,9.51,0.226,10.7,0.99,0.0,21.3,0.092,3010,0.0,0.0,1.89,1.586,2.3,0,1.51,88,0,0,0,0,3.55,2.01,0,0.199
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED",Мясо,70.75,12.57,0.0,15.83,196,9,0.22,2.22,15,386,354,158,1.35,0.032,0,0,15.2,0.39,3.3,0.0,0.0,26.0,0.13,1995,0.0,0.0,3.98,2.31,3.74,0,1.58,0,0,0,0,0,3.78,0.57,0,0.26
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,SIMMRD",Мясо,74.86,11.67,1.48,10.53,151,9,0.23,2.3,12,335,244,108,1.09,0.028,117,6,10.1,0.143,10.5,1.67,0.1,21.8,0.069,3100,0.0,0.0,1.882,1.632,2.394,0,1.46,70,0,491,0,0,3.62,1.21,0,0.217
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,HEART,RAW",Мясо,77.11,17.72,0.14,3.94,112,7,0.396,4.31,21,212,287,98,1.7,0.035,0,0,8.55,0.279,2.0,0.22,0.0,21.8,0.238,124,0.0,0.0,1.137,0.546,1.383,0,1.1,0,0,0,0,17,7.53,1.79,0,0.906
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD",Мясо,65.67,28.48,0.15,4.73,165,5,0.559,6.38,21,254,219,59,2.87,0.033,0,0,10.8,0.245,0.0,0.29,0.5,38.9,0.101,212,0.0,0.0,1.011,0.985,1.404,0,0.97,0,0,229,0,0,6.68,1.6,0,1.21
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",Мясо,77.89,17.4,0.29,3.09,103,13,0.426,4.6,17,257,262,182,1.92,0.142,1397,419,27.5,0.665,9.4,0.22,0.0,141.0,0.357,411,0.0,0.0,0.586,0.545,0.868,0,1.33,0,0,0,0,20,8.03,3.97,419,2.84
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,SIMMRD",Мясо,66.88,27.27,0.0,4.65,158,19,0.564,5.8,12,304,135,94,2.84,0.185,0,0,24.9,0.391,0.0,0.08,0.0,168.0,0.16,716,0.0,0.0,0.711,0.827,1.066,0,1.31,0,0,513,0,23,3.92,1.56,0,2.97
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,LIVER,RAW",Мясо,70.81,20.36,3.89,3.63,135,5,9.755,4.9,18,387,313,69,4.0,0.31,16898,4968,59.3,1.083,1.3,0.38,3.1,39.7,0.189,275,0.0,0.0,0.479,0.481,1.233,11,1.31,232,13,333,0,0,13.175,7.173,4948,2.755
BEEF,"BEEF,VAR MEATS & BY-PRODUCTS,LIVER,CKD,BRSD",Мясо,58.81,29.08,5.13,5.26,191,6,14.283,6.54,21,497,352,79,5.3,0.356,31714,9442,70.58,1.017,1.9,0.51,3.3,36.1,0.194,396,0.0,0.0,0.647,0.639,1.696,11,1.74,162,11,426,0,0,17.525,7.11,9428,3.425
BEEF,"BEEF, VAR MEATS&BY-PRODUCTS, LIVER, CKD, PAN-FRIED",Мясо,62.01,26.52,5.16,4.68,175,6,14.588,6.17,22,485,351,77,5.23,0.356,26088,7744,83.13,1.027,0.7,0.46,3.9,32.8,0.177,381,0.0,0.0,0.653,0.602,1.493,11,1.63,182,21,418,0,0,17.475,6.943,7728,3.425
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,RAW",Мясо,79.38,16.2,0.0,2.5,92,10,0.26,7.95,14,224,340,198,1.61,0.019,46,14,3.81,0.04,38.5,0.0,0.0,44.3,0.047,242,0.0,0.0,0.64,0.34,0.86,0,0.98,0,0,0,0,0,4.0,1.0,14,0.23
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD",Мясо,76.4,20.4,0.0,3.7,120,11,0.221,5.4,10,178,173,101,1.64,0.015,39,12,2.59,0.02,32.7,0.0,0.0,50.3,0.035,277,0.0,0.0,0.95,0.51,1.27,0,1.1,0,0,0,0,0,2.492,0.623,12,0.143
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,MECHANICALLY SEPARATED BF,RAW",Мясо,59.39,14.97,0.0,23.52,276,485,0.056,5.67,17,324,277,57,3.58,0.012,0,0,2.56,0.29,0.0,0.0,0.0,20.7,0.072,209,0.0,0.0,8.44,0.76,11.78,0,2.14,0,0,0,0,0,2.546,0.279,0,0.118
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",Мясо,65.2,15.7,0.0,18.6,235,9,0.06,2.22,18,327,276,67,2.58,0.15,0,0,14.0,0.2,13.7,0.0,0.0,24.7,0.14,205,0.0,0.0,6.44,3.47,6.41,0,1.3,0,0,0,0,0,4.45,3.9,0,0.445
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD",Мясо,55.6,27.1,0.0,17.2,271,16,0.089,2.61,21,453,246,60,4.6,0.208,0,0,16.6,0.18,20.3,0.0,0.0,48.5,0.18,262,0.0,0.0,5.93,3.2,5.9,0,1.5,0,0,0,0,0,3.97,4.248,0,0.485
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",Мясо,77.2,18.3,0.0,3.0,105,9,0.168,44.55,22,296,429,85,2.11,0.073,0,0,5.68,0.07,45.5,0.0,0.0,62.2,0.05,263,0.0,0.0,0.78,0.22,1.0,0,1.38,0,0,0,0,0,8.4,1.081,0,0.37
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",Мясо,69.98,25.1,0.0,4.2,145,12,0.924,39.36,19,305,284,57,2.79,0.075,0,0,5.02,0.04,50.3,0.0,0.0,91.4,0.048,347,0.0,0.0,1.12,0.31,1.39,0,1.6,0,0,0,0,0,5.567,0.876,0,0.3
BEEF,"BEEF,VAR MEATS & BY-PRODUCTS,SUET,RAW",Мясо,4.0,1.5,0.0,94.0,854,2,0.007,0.17,1,15,16,7,0.22,0.001,0,0,0.27,0.03,0.0,1.5,3.6,0.2,0.007,68,0.0,0.0,31.52,3.17,52.3,0,0.1,0,0,6,0,0,0.259,0.025,0,0.013
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,RAW",Мясо,67.8,12.18,0.0,20.35,236,7,0.048,2.1,14,393,360,96,2.06,0.12,0,0,2.13,0.16,34.0,0.0,0.0,18.1,0.109,223,0.0,0.0,7.05,3.8,7.01,0,1.38,0,0,0,0,0,3.452,3.026,0,0.345
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,CKD,BRSD",Мясо,52.83,21.85,0.0,24.98,319,10,0.043,1.49,10,364,433,116,2.2,0.099,0,0,1.51,0.08,30.2,0.0,0.0,21.6,0.084,294,0.0,0.0,8.64,4.66,8.61,0,1.53,0,0,0,0,0,1.84,1.972,0,0.225
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",Мясо,64.53,14.9,3.68,16.09,224,6,0.17,2.95,16,133,315,69,2.87,0.026,0,0,3.79,0.31,3.1,0.0,0.0,9.4,0.125,87,0.0,0.0,7.24,0.9,7.0,0,0.8,0,0,0,0,0,4.24,0.653,0,0.34
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,SIMMRD",Мясо,57.87,19.29,0.0,22.3,284,5,0.148,2.61,15,145,184,65,4.09,0.018,0,0,3.13,0.155,1.3,0.3,1.2,13.2,0.022,132,0.0,0.0,10.102,0.746,8.125,0,0.69,0,0,155,0,0,3.49,0.745,0,0.294
BEEF,"BEEF,VAR MEATS&BY-PRODUCTS,TRIPE,RAW",Мясо,84.16,12.07,0.0,3.69,85,69,0.07,0.59,13,64,67,97,1.42,0.085,0,0,1.39,0.014,0.0,0.09,0.0,12.5,0.0,122,0.0,0.0,1.533,0.18,1.291,0,0.55,0,0,195,0,0,0.881,0.227,0,0.064
BEEF,"BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW",Мясо,56.0,16.5,0.0,27.0,309,12,0.063,1.86,16,133,233,68,3.63,0.017,0,0,2.71,0.246,0.0,0.21,1.7,13.0,0.039,71,0.0,0.0,11.038,0.488,11.538,0,0.8,0,0,69,0,0,4.583,0.354,0,0.154
BEEF,"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,CHOIC,CKD,BRSD",Мясо,59.18,32.62,0.0,8.07,212,14,0.12,2.83,21,198,256,52,7.61,0.011,0,0,2.53,0.323,0.0,0.43,1.5,32.3,0.065,80,0.0,0.0,3.436,0.282,3.053,0,1.1,0,0,124,0,0,4.926,0.641,0,0.217
BEEF,"BEEF,CURED,BRKFST STRIPS,RAW OR UNHTD",Мясо,45.2,12.5,0.7,38.8,406,4,0.058,1.23,11,100,153,955,2.39,0.01,0,0,1.64,0.17,24.0,0.0,0.0,25.9,0.06,82,0.0,0.0,18.68,2.19,15.95,0,2.8,0,0,0,0,0,2.97,0.217,0,0.12
BEEF,"BEEF,CURED,BRKFST STRIPS,CKD",Мясо,26.2,31.3,1.4,34.4,449,9,0.116,3.14,27,236,412,2253,6.37,0.017,0,0,3.45,0.31,0.0,0.29,2.8,26.8,0.09,119,0.0,0.0,16.85,1.58,14.35,0,6.7,0,0,119,0,0,6.47,0.343,0,0.26
BEEF,"BEEF,CURED,CORNED BF,BRISKET,RAW",Мясо,66.56,14.68,0.14,14.9,198,7,0.11,1.69,14,117,297,1217,2.85,0.02,0,0,1.78,0.29,27.0,0.0,0.0,19.0,0.043,54,0.0,0.0,7.18,0.53,4.73,0,3.73,0,0,0,0,0,3.66,0.57,0,0.157
BEEF,"BEEF,CURED,CORNED BF,BRISKET,CKD",Мясо,59.79,18.17,0.47,18.98,251,8,0.154,1.86,12,125,145,1134,4.58,0.022,0,0,1.63,0.23,0.0,0.16,1.5,32.8,0.026,98,0.0,0.0,9.22,0.67,6.34,0,2.6,0,0,69,0,0,3.03,0.42,0,0.17
BEEF,"BEEF,CURED,CORNED BF,CND",Мясо,57.72,27.1,0.0,14.93,250,12,0.064,2.08,14,111,136,1006,3.57,0.014,0,0,1.62,0.13,0.0,0.15,1.6,42.9,0.02,86,0.0,0.0,5.96,0.63,6.18,0,2.9,0,0,89,0,0,2.43,0.626,0,0.147
BEEF,"BEEF,CURED,DRIED",Мясо,53.8,31.1,2.76,1.94,153,8,0.074,2.42,19,181,235,2790,4.93,0.017,0,0,1.59,0.386,0.0,0.38,1.3,32.4,0.065,79,0.0,2.700000048,0.84,0.07,0.95,0,10.4,0,0,0,0,0,5.164,0.566,0,0.163
BEEF,"BEEF,CURED,LUNCHEON MEAT,JELLIED",Мясо,74.6,19.0,0.0,3.3,111,10,0.12,3.45,18,139,402,1322,3.55,0.052,0,0,5.14,0.25,0.0,0.0,0.0,16.4,0.145,34,0.0,0.0,1.45,0.17,1.41,0,3.4,0,0,0,0,0,4.838,0.687,0,0.291
BEEF,"BEEF,CURED,PASTRAMI",Мясо,69.53,21.8,0.0,5.82,146,10,0.091,2.22,17,175,210,885,4.98,0.027,42,2,1.87,0.221,0.3,0.12,0.7,17.7,0.052,68,0.0,0.100000001,2.118,0.145,2.681,0,3.4,22,6,82,11,0,4.26,0.265,0,0.161
BEEF,"BEEF,CURED,SAUSAGE,CKD,SMOKED",Мясо,53.56,14.11,2.42,26.91,312,7,0.072,1.76,13,105,176,1131,2.8,0.009,0,0,1.86,0.11,0.0,0.0,0.0,14.6,0.05,67,0.0,0.0,12.97,1.05,11.44,0,3.0,0,0,0,0,0,3.19,0.188,0,0.14
